CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,PATRIA-UNIDOS,A.S.,MNR,NGP,APP,LIBRE,DEMOCRATAS,A-UPP,APB-SUMATE,UN,CAOP,PDC
1,Tomás Frías,1,Potosí,1494,Potosí,25505,U.E. Jesus Valle,5006871,1,2,36,105,1,0,16,5,2,1,2,1,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,25505,U.E. Jesus Valle,5006881,2,1,13,41,1,0,9,1,1,1,3,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002061,1,1,40,109,2,1,15,1,1,3,1,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002071,2,5,37,85,0,0,25,9,0,9,1,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002081,3,4,30,98,0,1,17,5,2,6,2,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002091,4,2,33,102,2,1,13,2,1,2,0,0,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002101,5,3,42,100,0,1,15,1,1,1,0,3,0,5
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002111,6,2,48,83,3,2,25,6,1,4,1,1,3,3
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002121,7,4,42,80,2,0,23,2,0,2,1,2,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002131,8,3,41,93,0,1,18,2,3,3,6,1,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002141,9,1,42,102,2,0,14,1,2,2,1,2,3,4
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002151,10,1,44,86,2,1,24,2,2,6,1,3,3,7
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002161,11,3,30,94,1,4,17,2,0,5,3,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002171,12,2,54,110,2,1,9,3,0,4,2,2,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002181,13,1,43,101,4,2,23,7,1,5,0,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002191,14,3,23,57,0,3,19,1,1,1,2,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002671,1,0,39,97,0,0,47,2,1,2,2,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002681,2,0,41,92,3,2,37,2,1,5,2,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002691,3,2,41,97,6,0,27,3,1,3,1,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002701,4,0,1,10,0,0,3,1,0,2,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002971,1,3,37,101,3,0,32,8,0,3,4,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002981,2,3,39,101,2,1,41,1,0,1,2,1,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002991,3,2,50,98,3,1,36,0,0,2,1,1,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003001,4,1,48,85,3,3,39,2,0,3,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003011,5,1,46,98,1,1,36,3,1,3,1,1,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003021,6,5,19,69,3,0,23,2,1,0,3,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000641,1,5,44,77,0,2,20,1,1,7,1,0,5,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000651,2,7,33,93,0,1,16,2,1,7,3,0,5,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000661,3,6,38,102,1,1,20,1,0,3,2,0,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000671,4,1,45,102,1,3,16,2,2,5,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000681,5,3,38,97,2,6,26,1,2,3,1,0,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000691,6,0,40,127,1,3,12,2,1,5,1,0,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000701,7,2,54,86,1,3,22,3,0,3,1,2,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000711,8,4,49,96,1,1,15,1,1,8,1,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000721,9,2,33,115,0,2,15,3,1,7,2,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000731,10,4,29,114,0,3,17,4,1,14,1,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000741,11,6,34,111,1,1,27,1,0,2,1,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000751,12,1,47,92,2,1,34,1,0,7,1,2,5,0
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000761,13,1,30,113,0,0,22,3,1,5,1,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000771,14,2,21,114,1,5,18,1,1,5,1,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000781,15,6,44,94,3,3,21,0,0,5,1,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000791,16,3,40,93,3,2,18,2,2,5,1,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000801,17,3,22,74,1,1,17,0,0,2,0,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000461,1,1,37,108,2,3,19,3,1,5,2,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000471,2,1,28,119,2,3,24,3,3,1,1,0,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000481,3,2,30,113,1,2,35,0,0,4,2,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000491,4,1,41,116,3,0,30,0,1,2,0,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000501,5,3,24,105,0,2,18,1,1,0,1,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000511,6,1,44,102,4,3,27,2,1,2,2,2,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000521,7,1,31,106,2,4,31,0,0,3,0,1,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003031,1,1,46,89,5,6,34,8,2,4,5,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003051,3,3,36,99,1,1,44,2,1,0,2,2,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003061,4,1,41,87,1,1,43,5,0,1,5,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003071,5,4,33,114,2,1,33,2,0,2,3,0,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003081,6,2,37,101,4,1,36,5,0,2,1,5,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003091,7,0,9,35,0,0,21,2,0,0,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001241,1,3,48,94,2,1,32,0,1,5,1,3,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001251,2,3,48,91,0,1,36,1,1,5,0,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001261,3,0,51,110,0,0,28,2,1,2,2,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001271,4,2,61,103,1,0,30,0,1,2,1,2,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001281,5,1,44,117,1,4,23,1,0,3,0,1,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001291,6,0,33,77,1,1,17,1,0,0,3,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003891,1,2,49,82,2,3,50,7,0,2,0,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003901,2,2,34,107,2,1,47,1,1,4,1,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003911,3,3,41,80,2,3,51,2,0,2,2,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004211,1,1,38,97,4,0,46,2,0,0,0,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004221,2,3,37,121,1,3,33,3,0,4,2,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004231,3,0,5,20,0,2,10,0,0,0,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5003991,1,5,35,105,1,1,38,6,2,3,3,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004001,2,3,45,115,2,2,23,3,0,4,1,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004011,3,3,39,108,1,0,31,1,0,2,0,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004021,4,1,43,99,1,0,43,5,0,0,0,3,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004031,5,0,22,62,1,2,11,1,0,3,0,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003261,1,4,47,107,6,4,34,1,1,0,0,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003281,3,3,40,106,4,2,37,4,0,6,0,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003291,4,8,40,110,1,0,41,1,0,2,2,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003301,5,6,36,59,0,0,36,1,1,0,3,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003321,2,5,40,76,3,2,46,4,0,3,3,3,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003331,3,1,45,80,7,2,46,4,5,0,2,3,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003341,4,1,34,77,3,0,31,7,0,2,1,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003351,5,1,64,74,6,1,44,7,0,2,1,1,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003361,6,1,71,77,3,1,30,6,0,2,3,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003371,7,2,60,83,3,3,50,1,1,0,3,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003381,8,5,32,46,2,0,27,1,0,1,1,0,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002451,1,1,44,104,7,3,34,5,2,0,0,1,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002461,2,2,48,92,2,2,53,2,0,2,2,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002471,3,1,47,83,2,5,47,2,1,0,2,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002481,4,1,17,36,1,0,20,0,0,2,1,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005181,1,2,33,121,1,1,29,4,0,5,1,0,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005191,2,2,37,121,1,2,29,4,1,1,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005201,3,4,22,67,0,0,15,1,2,0,1,0,0,4
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001801,1,2,33,106,3,0,30,1,1,2,3,2,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001811,2,2,26,120,1,0,38,0,0,1,1,3,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001821,3,0,37,107,3,2,26,2,4,8,2,1,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001831,4,1,29,112,1,1,30,2,0,2,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001841,5,2,39,107,0,1,31,3,2,5,0,0,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001861,7,3,32,105,5,0,23,0,1,1,1,0,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001871,8,0,26,129,3,1,31,2,0,4,2,2,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001881,9,1,33,132,1,0,27,1,1,4,1,0,5,5
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001891,10,1,48,104,3,0,36,1,1,1,2,1,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001901,11,1,10,40,0,1,11,3,0,3,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006441,1,3,34,107,2,1,31,1,0,2,0,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006451,2,5,35,109,1,0,23,3,0,5,1,1,7,1
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006461,3,2,34,119,2,2,27,1,1,2,2,2,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006471,4,0,21,34,1,0,9,2,0,0,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007121,1,4,26,114,3,3,23,3,3,5,3,0,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007131,2,7,35,99,3,3,16,0,3,3,1,1,5,4
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007151,4,0,31,112,0,3,32,2,0,1,5,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007161,5,1,30,109,4,0,30,2,2,5,3,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007171,6,1,28,113,2,3,17,2,2,2,3,0,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007181,7,1,34,119,0,3,22,5,0,2,1,5,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007191,8,3,22,82,1,3,15,3,0,1,1,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004961,1,3,42,92,6,0,40,4,1,2,1,1,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004971,2,0,35,120,0,1,31,3,0,3,1,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004981,3,2,37,109,3,2,30,2,0,3,4,4,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004991,4,1,8,7,0,0,3,1,1,0,1,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005211,1,2,42,95,4,1,24,5,0,5,2,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005221,2,2,36,86,3,1,49,4,3,1,1,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005231,3,2,32,101,1,5,45,1,0,3,0,1,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005241,4,0,37,107,3,0,40,1,0,1,5,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005251,5,1,46,117,1,1,25,2,0,3,2,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005261,6,4,37,105,1,3,34,3,0,4,3,2,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005271,7,0,39,83,4,4,38,1,2,5,1,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002711,1,3,46,104,3,1,14,3,3,1,1,1,2,3
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002721,2,3,45,105,2,2,20,1,2,4,0,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002731,3,1,36,111,1,0,37,1,1,0,4,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002741,4,0,32,106,1,3,40,1,4,1,1,0,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002751,5,0,28,78,2,2,16,1,2,4,1,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005701,1,2,46,102,2,4,26,5,1,1,2,1,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005711,2,0,44,104,2,4,26,5,0,2,1,1,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005721,3,4,53,97,8,4,34,0,1,1,1,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005731,4,7,45,88,1,2,37,5,0,1,2,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005741,5,0,51,110,2,1,28,1,1,1,0,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005751,6,2,50,105,2,0,37,3,1,2,4,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005761,7,0,20,28,1,1,17,1,0,0,0,0,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006181,1,4,79,59,0,5,10,0,2,1,2,1,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006191,2,7,79,66,0,2,14,1,0,3,1,2,10,3
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006201,3,9,80,65,1,1,7,1,1,4,0,1,6,4
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006211,4,4,77,51,1,1,13,1,1,2,2,1,4,5
1,Tomás Frías,1,Potosí,1503,Tarapaya,58,Esc. Tarapaya,5000011,1,4,54,69,0,1,35,1,1,2,2,1,2,0
1,Tomás Frías,1,Potosí,1503,Tarapaya,58,Esc. Tarapaya,5000021,2,0,17,35,1,0,9,1,1,0,0,0,1,0
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000031,1,3,15,170,0,0,10,1,0,2,2,0,1,0
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000041,2,0,10,166,0,0,17,2,0,2,0,0,0,1
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000051,3,1,21,164,3,0,7,1,1,3,0,0,2,0
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000061,4,0,12,145,0,1,9,0,1,4,2,0,2,1
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000071,5,1,3,70,2,1,3,0,1,3,2,0,1,0
1,Tomás Frías,1,Potosí,1507,Manquiri,62,Esc. Manquiri,5000081,1,0,30,40,0,3,2,1,9,2,2,0,1,0
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000091,1,1,45,96,1,4,24,4,1,3,1,4,5,0
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000101,2,0,42,98,0,7,14,2,2,1,4,0,5,1
1,Tomás Frías,1,Potosí,2741,Santiago de Ockoruro,65,Esc. Ockoruro,5000111,1,1,2,40,0,1,3,3,4,3,3,0,2,0
1,Tomás Frías,1,Potosí,2889,Comunidad de Paranturi,509,U.E. Germán Busch,5000121,1,1,3,74,0,0,1,0,0,0,0,0,0,0
1,Tomás Frías,1,Potosí,3030,Modragon,513,Esc. Tomas Frias,5000131,1,0,3,115,1,0,14,0,0,0,0,0,0,2
1,Tomás Frías,1,Potosí,3134,Parantaca,535,Esc. Parantaca,5000141,1,2,37,65,0,0,10,1,2,3,2,1,6,0
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000151,1,1,29,66,0,2,82,3,3,2,0,2,2,0
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000161,2,0,9,20,1,1,82,1,0,2,0,0,1,1
1,Tomás Frías,4,Urmiri,1501,Puituco,56,Esc. Puituco,5008111,1,1,21,27,0,1,1,0,0,5,1,0,5,0
1,Tomás Frías,4,Urmiri,1512,Urmiri,69,Esc. Juan Jose Perez,5008121,1,4,84,42,1,4,9,1,8,5,0,2,4,1
1,Tomás Frías,4,Urmiri,1512,Urmiri,69,Esc. Juan Jose Perez,5008131,2,1,13,9,0,0,0,0,0,2,0,0,0,0
1,Tomás Frías,4,Urmiri,1516,Cahuayo,73,U. E. Cahuayo,5008141,1,0,97,0,0,2,4,1,0,2,0,2,1,0
1,Tomás Frías,4,Urmiri,2818,Vacuyo,467,Esc. Secc. Vacuyo,5008151,1,3,18,33,0,1,9,0,1,4,0,0,53,1
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009441,1,14,28,39,2,10,56,2,1,4,14,4,3,0
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009451,2,9,23,28,4,7,55,4,4,8,13,11,2,0
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009461,3,8,32,28,2,3,40,1,1,6,13,10,2,2
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009471,4,14,19,38,1,10,42,3,5,5,14,11,5,6
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009481,5,10,32,27,1,4,48,2,0,8,13,17,4,1
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009491,6,3,35,35,1,5,50,2,0,4,16,3,4,6
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009511,8,14,30,42,0,4,35,2,4,7,12,10,2,4
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009521,9,8,27,38,2,4,32,4,2,6,14,13,2,6
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009531,10,10,27,32,0,7,49,3,0,4,23,10,2,1
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009541,11,4,24,41,1,3,47,5,2,4,14,13,1,2
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009551,12,7,30,24,3,6,43,5,2,4,9,8,5,5
2,Bustillo,3,Llallagua,1530,Llallagua,88,Esc. Jaime Mendoza,5009561,13,10,26,32,3,4,38,2,1,1,12,4,6,4
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010001,2,6,23,45,2,15,19,1,6,6,8,2,8,5
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010011,3,10,31,21,3,16,19,7,6,5,8,4,12,1
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010031,5,8,29,24,1,11,11,3,6,6,4,7,6,4
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010041,6,10,27,40,0,10,9,2,2,3,6,3,6,7
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010051,7,11,20,30,0,12,19,8,5,9,7,3,10,5
2,Bustillo,3,Llallagua,1530,Llallagua,89,Martin Cardenas,5010091,11,1,6,5,2,3,7,1,1,3,5,0,6,3
2,Bustillo,3,Llallagua,1530,Llallagua,90,U.E. 1ro. de Mayo  B,5009571,1,4,35,36,1,5,43,4,4,6,7,2,1,7
2,Bustillo,3,Llallagua,1530,Llallagua,90,U.E. 1ro. de Mayo  B,5009581,2,5,34,25,2,7,37,3,3,7,12,14,5,0
2,Bustillo,3,Llallagua,1530,Llallagua,90,U.E. 1ro. de Mayo  B,5009601,4,8,17,31,2,10,26,0,6,9,10,2,4,5
